epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,7963.31,1.23822,0.81398,1.18508,0.88867,0.83748,0.89235,0.50187,0.70945,0.50285,0.66456,0.0004159,0.0004159,0.0004159
61,8103.48,1.22649,0.80704,1.17793,0.87941,0.83451,0.89627,0.50294,0.70871,0.50026,0.66591,0.000406,0.000406,0.000406
62,8245.09,1.2265,0.80891,1.17557,0.87587,0.83914,0.89219,0.50358,0.7061,0.49431,0.66374,0.0003961,0.0003961,0.0003961
63,8384.49,1.22512,0.80458,1.16775,0.88455,0.85134,0.89908,0.50642,0.70281,0.49803,0.65772,0.0003862,0.0003862,0.0003862
64,8516.47,1.22625,0.80865,1.17439,0.88269,0.8485,0.90006,0.50728,0.70314,0.48135,0.66,0.0003763,0.0003763,0.0003763
65,8648.56,1.21739,0.78728,1.16847,0.87349,0.85572,0.89845,0.50811,0.70227,0.47328,0.66058,0.0003664,0.0003664,0.0003664
66,8778.98,1.20322,0.77241,1.16512,0.87669,0.86069,0.89883,0.50954,0.69702,0.45609,0.65838,0.0003565,0.0003565,0.0003565
67,8911.63,1.19521,0.77787,1.16319,0.89059,0.83582,0.89557,0.50739,0.70134,0.45474,0.66051,0.0003466,0.0003466,0.0003466
68,9042.9,1.19827,0.78097,1.16076,0.88152,0.82668,0.89263,0.50551,0.70127,0.46379,0.66106,0.0003367,0.0003367,0.0003367
69,9174.46,1.1898,0.77192,1.15751,0.89458,0.82919,0.89395,0.5079,0.70246,0.47154,0.66107,0.0003268,0.0003268,0.0003268
70,9318.06,1.18967,0.76749,1.16065,0.89262,0.8325,0.89485,0.50689,0.70131,0.46487,0.65859,0.0003169,0.0003169,0.0003169
71,9462.02,1.19015,0.76823,1.15127,0.8943,0.84189,0.90366,0.50921,0.70006,0.45841,0.6571,0.000307,0.000307,0.000307
72,9595.07,1.17943,0.76712,1.15065,0.89097,0.83914,0.90417,0.50866,0.70247,0.45069,0.65931,0.0002971,0.0002971,0.0002971
73,9730.61,1.16723,0.75366,1.14124,0.86981,0.86425,0.90524,0.50874,0.70165,0.46131,0.65903,0.0002872,0.0002872,0.0002872
74,9866.85,1.15467,0.73948,1.13862,0.88848,0.85572,0.90777,0.50897,0.70061,0.47276,0.65993,0.0002773,0.0002773,0.0002773
75,9999.1,1.16257,0.7477,1.13719,0.88297,0.86333,0.90617,0.50831,0.6975,0.47966,0.65905,0.0002674,0.0002674,0.0002674
76,10134.2,1.16023,0.7469,1.14414,0.89512,0.85406,0.90654,0.50892,0.6968,0.47619,0.65909,0.0002575,0.0002575,0.0002575
77,10267.8,1.1484,0.74051,1.13254,0.88788,0.84909,0.90649,0.50995,0.69625,0.47505,0.65829,0.0002476,0.0002476,0.0002476
78,10399.2,1.13941,0.72831,1.13159,0.88983,0.84385,0.90405,0.51197,0.69367,0.47216,0.65607,0.0002377,0.0002377,0.0002377
79,10536,1.13258,0.7208,1.12323,0.89451,0.84245,0.90449,0.51311,0.69314,0.46514,0.65656,0.0002278,0.0002278,0.0002278
80,10666.1,1.12558,0.71502,1.11817,0.89469,0.84245,0.90404,0.51294,0.69305,0.45249,0.65602,0.0002179,0.0002179,0.0002179
81,10794.2,1.13258,0.72377,1.12825,0.89232,0.84245,0.9059,0.51312,0.69391,0.44324,0.65696,0.000208,0.000208,0.000208
82,10923,1.11687,0.69909,1.11648,0.8918,0.84411,0.90583,0.51258,0.69379,0.4475,0.65695,0.0001981,0.0001981,0.0001981
83,11071.5,1.12978,0.71689,1.12028,0.89209,0.84245,0.90561,0.51326,0.69267,0.45426,0.65586,0.0001882,0.0001882,0.0001882
84,11237.6,1.11568,0.70718,1.113,0.89821,0.84245,0.90725,0.514,0.69268,0.45456,0.65677,0.0001783,0.0001783,0.0001783
85,11383,1.10212,0.70567,1.11544,0.90988,0.8408,0.90922,0.51543,0.69249,0.45718,0.65601,0.0001684,0.0001684,0.0001684
86,11538.5,1.10274,0.69433,1.10946,0.91804,0.83585,0.90835,0.51646,0.69311,0.45678,0.65685,0.0001585,0.0001585,0.0001585
87,11668.7,1.10322,0.70228,1.10649,0.91322,0.83416,0.9088,0.51632,0.69285,0.45143,0.65658,0.0001486,0.0001486,0.0001486
88,11798.2,1.09823,0.7009,1.10417,0.91112,0.83304,0.90857,0.51728,0.69296,0.44928,0.65692,0.0001387,0.0001387,0.0001387
89,11928.8,1.09106,0.69189,1.104,0.90769,0.83169,0.90839,0.51644,0.69187,0.44574,0.65687,0.0001288,0.0001288,0.0001288
90,12066.9,1.08142,0.69355,1.1028,0.90763,0.83111,0.90692,0.5156,0.69167,0.44511,0.65731,0.0001189,0.0001189,0.0001189
91,12272.6,1.03864,0.57062,1.07941,0.89477,0.83582,0.90879,0.51479,0.69103,0.45007,0.65745,0.000109,0.000109,0.000109
92,12422.8,1.01096,0.55526,1.06468,0.89515,0.8353,0.90739,0.51579,0.69053,0.44803,0.65704,9.91e-05,9.91e-05,9.91e-05
93,12566.3,1.00739,0.54958,1.06395,0.90433,0.83081,0.9076,0.51544,0.69071,0.44545,0.65745,8.92e-05,8.92e-05,8.92e-05
94,12717.5,1.0017,0.5462,1.06498,0.91268,0.83201,0.90956,0.51504,0.69101,0.44463,0.65788,7.93e-05,7.93e-05,7.93e-05
